hand_value_id,game_id,player_hand_value,banker_hand_value
HVID-SZRYG1,GID-DKJMTC,8,4
HVID-CN97LP,GID-37NR7I,9,7
HVID-GPWGBM,GID-QMI0H6,5,5
HVID-6JNNZ2,GID-3OPL2U,7,7
HVID-SYGV9T,GID-8HHRO8,2,7
HVID-4BFS2T,GID-B4BCWN,6,6
HVID-23MMM8,GID-LVC0OE,7,6
HVID-8QR7JF,GID-CU1DVE,8,8
HVID-S1PH3W,GID-RV9VEP,8,9
HVID-5MDDZD,GID-83IAT2,7,9
HVID-TQDA4K,GID-2FBXVZ,9,7
HVID-ILNLII,GID-MAT32R,4,2
HVID-1Z0Q1T,GID-Q80WT9,4,9
HVID-IAAZYS,GID-LKFDS6,3,2
HVID-LE4ZEX,GID-DN1TD4,8,4
HVID-9SCKFV,GID-FUU557,2,9
HVID-ZGPT27,GID-F98V37,8,9
HVID-MU9D6V,GID-GOLLSI,5,8
HVID-M0FGRX,GID-3YZUKW,8,8
HVID-8E64G9,GID-MF5GX4,0,2
HVID-MTLBKM,GID-2PF85V,2,8
HVID-POTC5J,GID-3PE01W,6,6
HVID-ZRAM4U,GID-Y7CISV,8,7
HVID-5PTA6V,GID-DO0C0H,6,6
HVID-SGPPK2,GID-0HPRUB,7,8
HVID-KUCHSS,GID-2U30XT,7,8
HVID-XCC5UW,GID-T01K5J,9,9
HVID-P8YFI8,GID-P174Y5,0,7
HVID-CRN3WM,GID-9QV8X6,8,9
HVID-70YW6Z,GID-4KUKYY,1,8
HVID-08QSHA,GID-5APUFC,4,7
HVID-VSTFFY,GID-E6QVOW,8,9
HVID-PXEHSX,GID-EAU3NR,5,8
HVID-9BM23V,GID-URR2RC,2,8
HVID-I7S5N4,GID-0YW2G8,9,7
HVID-KHUANU,GID-4LSZ18,0,9
HVID-OAKQKK,GID-THSR67,4,7
HVID-3WMI1C,GID-R49IHU,7,7
HVID-3QDXHM,GID-YJDR9C,9,7
HVID-DIE0AS,GID-S1H5VG,8,6
HVID-9HLRTP,GID-9O1Z9Q,6,1
HVID-JL785I,GID-2LMHRD,4,8
HVID-EE6DKS,GID-29PV4C,9,6
HVID-QHMXMV,GID-UUIRMG,1,6
HVID-DREXKR,GID-W4VRWZ,1,6
HVID-AUZ5O0,GID-BA9RXZ,2,8
HVID-26H6MB,GID-L5CAWH,8,7
HVID-584MTL,GID-9GVX77,9,7
HVID-7KCBIJ,GID-OJX6KE,7,8
HVID-Q9CKAJ,GID-MF3Z0D,6,8
HVID-H6IPXY,GID-VF61OJ,3,8
HVID-U2PLDO,GID-NNY8CA,2,8
HVID-NKR5VL,GID-YLVAOP,5,9
HVID-Y58V42,GID-SPVPTK,9,8
HVID-VCEANB,GID-6MFAGH,6,7
HVID-PKUR8V,GID-SDYUZT,5,8
HVID-4UBYZS,GID-3DW2LO,3,9
HVID-Y7VAF7,GID-8PW58Q,6,8
HVID-XDWTDW,GID-1SY2UX,9,7
HVID-7AFA8X,GID-OWZOSY,8,9
HVID-DPGABX,GID-7UI944,9,8
HVID-F372M3,GID-F1Q55Q,6,8
HVID-WZVY7R,GID-0VYI3R,5,8
HVID-I4JI08,GID-D5SZ45,9,7
HVID-2BHU44,GID-7ZYZE0,9,5
HVID-VUILGF,GID-97U0HZ,7,9
HVID-AZVO5U,GID-1U5LVR,0,7
HVID-8C6IC6,GID-QFF5WW,4,9
HVID-58J7EH,GID-8WZ3BS,3,2
HVID-SZC57U,GID-7RSFHB,0,8
HVID-6X5ION,GID-DNDA67,9,5
HVID-RPX6M3,GID-0QQRA4,6,6
HVID-SE3WVO,GID-Q7DIEZ,8,7
HVID-05F0UT,GID-E5EH9X,6,9
HVID-RXPE6S,GID-LEEN8F,2,9
HVID-QAUMH5,GID-IIWXV8,4,8
HVID-6287D9,GID-65X621,4,4
HVID-4ATO22,GID-IBVJBJ,6,8
HVID-ZSVPSP,GID-DJRVBE,8,7
HVID-H6W3UP,GID-AB95IL,7,8
HVID-EKWWJA,GID-2JP74H,8,7
HVID-X6HHVW,GID-TYAF2G,8,9
HVID-XBJK85,GID-WY1Z4P,1,9
HVID-E41VBO,GID-W6UH1K,8,4
HVID-3DVW2B,GID-KGHSQ1,9,8
HVID-SKZ9RQ,GID-9TW1KJ,7,9
HVID-IO0RM3,GID-QJ3JFB,7,9
HVID-LG0HUK,GID-F2LYWC,4,3
HVID-GEXABH,GID-685J8U,0,2
HVID-82WQVT,GID-GBN8TK,6,2
HVID-18MVTD,GID-L5H9AG,6,2
HVID-2T7EJV,GID-9QKAW6,8,7
HVID-VFCGJW,GID-T57OGE,9,7
HVID-972H9Q,GID-SU535V,2,7
HVID-313H4L,GID-KC4HRB,9,8
HVID-02CV52,GID-WD983O,2,4
HVID-P7SSL5,GID-HCIJ8H,4,6
HVID-C0CP94,GID-R91Y6O,4,7
HVID-NJPSP8,GID-GC0S96,8,9
HVID-49E2AQ,GID-YECN6U,7,5
HVID-30VUL2,GID-S8XM85,9,9
HVID-JM4JJT,GID-1BBOO9,7,9
HVID-SPM874,GID-8CYRSP,1,7
HVID-YUKDGI,GID-7EXWFK,1,7
HVID-7I5A5K,GID-TZ1XAH,3,9
HVID-6RFJ6Z,GID-Z70NYX,3,9
HVID-MTQOMC,GID-JIALN2,5,6
HVID-1FMPRU,GID-Q5BIIC,7,8
HVID-6NZDLE,GID-L7HU02,3,7
HVID-AS4RKK,GID-F6U4E3,6,3
HVID-ZYITUK,GID-83RBGX,7,7
HVID-JMDEY2,GID-01E6QD,4,0
HVID-YBGU6Q,GID-CNJKKN,9,6
HVID-REXZH5,GID-9VQ6L8,9,9
HVID-T10O2F,GID-TYDYQ1,6,9
HVID-NS9GH7,GID-8FCNTM,4,7
HVID-JBWXT0,GID-O85UTJ,9,8
HVID-EHCECF,GID-QAV9S7,9,5
HVID-O0393W,GID-DC9XV8,6,0
HVID-FLPXAB,GID-STHV1U,6,8
HVID-ZYMSGQ,GID-HYCEJZ,9,7
HVID-SPFIYI,GID-EAU8U7,6,9
HVID-I5OOFG,GID-5MHCNA,1,6
HVID-0E5YCP,GID-CG4448,7,5
HVID-PWVXM6,GID-E1E2NM,5,9
HVID-TB4XYY,GID-2ED5JK,0,3
HVID-TRE86C,GID-SWI314,9,4
HVID-F9MD82,GID-E9JLHV,0,1
HVID-4GAY4A,GID-BFWMAY,5,7
HVID-1LCS8V,GID-Y25W1X,7,0
HVID-F2L3R1,GID-DJCW4G,8,3
HVID-9X48MZ,GID-UIP1EI,6,8
HVID-YO5I58,GID-3XS3VS,7,0
HVID-RCE6D2,GID-5VCWC0,5,8
HVID-2H9F2C,GID-FV4HML,3,9
HVID-OPKU25,GID-XGIPT7,3,9
HVID-USJ3HY,GID-2Q40NA,7,8
HVID-NK7BMO,GID-ND5UWT,8,9
HVID-UAFVH3,GID-IMBRGF,4,8
HVID-55X8QO,GID-1L1TSY,6,6
HVID-P3RPOC,GID-XOUYUH,6,8
HVID-U7VEP6,GID-K09TLJ,8,8
HVID-E3MA1L,GID-Z2N766,9,8
HVID-3S4U7D,GID-DDZZJA,8,9
HVID-LN1KI7,GID-X70L2W,9,9
HVID-52LRGD,GID-YFUWUI,8,9
HVID-GBFFOM,GID-P8NGA5,1,6
HVID-N7788X,GID-5QHEYG,7,8
HVID-4FTG5R,GID-IWYZPD,9,7
HVID-4M4345,GID-G8W0IF,0,6
HVID-WYZOTD,GID-BRUWVF,7,8
HVID-9CX680,GID-4OLYXJ,0,7
HVID-9VSZQP,GID-8DLO5A,8,8
HVID-J00YFH,GID-353Y2F,8,8
HVID-AH78D3,GID-7AV2R8,9,3
HVID-QIVK9D,GID-1G4FMG,9,9
HVID-JYJ7UD,GID-AR1ZUN,7,9
HVID-D1JWHF,GID-61R848,3,7
HVID-56NRYR,GID-T0NJDK,6,2
HVID-TH04NG,GID-9MJJSD,9,4
HVID-HXOHKK,GID-B44AV6,1,2
HVID-2BOBLQ,GID-FNO5RV,4,9
HVID-2QE1DU,GID-LYAJ3Z,6,7
HVID-YMK0L4,GID-V2NR2I,5,7
HVID-UBK2A7,GID-WJJBP1,2,5
HVID-KNPVMH,GID-OOL203,1,0
HVID-8TIX9K,GID-PCMP92,0,9
HVID-TZF2EC,GID-F990E6,0,5
HVID-LC7JZG,GID-73FBM6,0,5
HVID-5FXXOR,GID-57ZNAX,8,7
HVID-SMOZJ4,GID-G8GKL9,6,8
HVID-S5Q5PP,GID-ASC51J,8,7
HVID-KR2Q9O,GID-Z2SWMN,6,6
HVID-T0G4SF,GID-ZQV0Q8,5,7
HVID-DRZWX0,GID-53VUI0,8,7
HVID-UDH7H3,GID-WOVZYE,8,7
HVID-BW13CY,GID-B85UE8,7,9
HVID-PC42OU,GID-1MXWBX,6,7
HVID-AMBTV2,GID-J0VL4E,6,9
HVID-9GK8HS,GID-EBCLYY,0,9
HVID-SF5JP6,GID-MLV9AI,9,7
HVID-VJ2PY3,GID-IH8I60,0,7
HVID-5VFG4F,GID-8UVAR3,9,9
HVID-LF9EC8,GID-LXAS80,6,9
HVID-BY89AI,GID-ZOWC4A,7,0
HVID-XB7PXY,GID-3ITWEN,1,8
HVID-GGHM49,GID-2XX7PY,2,9
HVID-JR9O6R,GID-O5ZV5X,4,9
HVID-90ZD5C,GID-4OUJOS,1,9
HVID-MB76MU,GID-TJAOPR,2,8
HVID-G1RL3T,GID-BLHXLX,8,7
HVID-02FH9V,GID-335CE3,8,8
HVID-U29ZRH,GID-9V09AV,7,7
HVID-3SXNRG,GID-IZANGD,8,6
HVID-R8IN39,GID-2KSX9S,6,8
HVID-W0IFQ6,GID-TR5ZHL,6,8
HVID-LT73A0,GID-MG5W8R,8,9
HVID-UHE7ES,GID-X8DGWJ,8,7
HVID-GBQN5M,GID-943S3X,3,6
HVID-PP1OIV,GID-DQMQEJ,4,9
HVID-F0USQE,GID-QQ0481,0,9
HVID-3RKF3G,GID-O4OA8W,7,7
HVID-1AJ2J7,GID-WKQ0QG,1,7
HVID-QT2CGF,GID-JATY1C,3,8
HVID-X7H1SG,GID-47V2OO,2,8
HVID-WGWJV0,GID-BF0ZNY,7,9
HVID-HYWE9S,GID-4NDAVI,8,9
HVID-TJ9LR0,GID-BBCGNS,8,8
HVID-IR1HC9,GID-PIRBFJ,7,8
HVID-37K14L,GID-TJMC6N,6,3
HVID-02GLZY,GID-EF6795,3,8
HVID-HHRAFY,GID-EVUCIP,4,7
HVID-8BKT6Y,GID-ZNQ2Q1,8,9
HVID-AHJ41U,GID-MQJOV0,7,1
HVID-MSAN83,GID-XB6VRC,9,9
HVID-WMYOCS,GID-BCB05Q,7,9
HVID-50ZCWL,GID-FD8ZBX,9,8
HVID-GUJQSR,GID-FR9AUL,6,6
HVID-ZLKTPZ,GID-JILIRC,7,0
HVID-UMQD4R,GID-CWNZ3U,7,8
HVID-IN55QJ,GID-OHUGSI,5,9
HVID-509WC5,GID-IBUOBT,8,3
HVID-QFZ4F2,GID-OXW83M,0,6
HVID-XMHND6,GID-HEY3L6,6,9
HVID-3234KN,GID-L17HZH,6,7
HVID-LA2IQ1,GID-96RLC3,3,9
HVID-3YI3V2,GID-A3CDEQ,7,9
HVID-9LYN9G,GID-ZDKIRQ,7,9
HVID-3K9L6W,GID-4UAVR6,1,7
HVID-CRF7UL,GID-BPE2XA,8,8
HVID-RVEBEO,GID-JXKYVD,9,2
HVID-YIWOI5,GID-X99PUJ,0,7
HVID-R5Q89J,GID-X0SKZK,5,9
HVID-L7UJCI,GID-Z5A3B4,8,3
HVID-602UKE,GID-YBLNMI,4,8
HVID-FITYZZ,GID-60X5T1,0,7
HVID-7ST6CB,GID-S5KUZH,7,9
HVID-E4LSN6,GID-TAZI4K,4,9
HVID-GB47AB,GID-07MMGL,6,7
HVID-V11YVT,GID-D6XQOC,5,9
HVID-I0YXOK,GID-P5SNAI,6,4
HVID-OSHT7D,GID-PERCBI,7,6
HVID-YPMOFE,GID-KCBJAV,7,8
HVID-ASO1GG,GID-SZFQ0G,9,9
HVID-QNJFTZ,GID-WDI24Q,3,7
HVID-HZSN1P,GID-5AFU5R,6,6
HVID-TUIVWN,GID-HZFFOW,7,9
HVID-IL5GOI,GID-6S67H7,0,7
HVID-XM4AHL,GID-CWAAMN,9,7
HVID-YX49A3,GID-IG5TLJ,0,1
HVID-QTXK6N,GID-0SH3HL,0,2
HVID-VW0IMG,GID-21RJ32,8,0
HVID-F26VJ1,GID-LDWWDG,2,7
HVID-SX37MF,GID-37N4UG,3,7
HVID-P20HQ0,GID-KJBXZY,8,8
HVID-0XW32L,GID-FK40B5,8,9
HVID-ZRPNVN,GID-DERSNM,7,8
HVID-U7EBAP,GID-LHKGZU,9,8
HVID-IFIBOQ,GID-GK7QLE,2,8
HVID-NXV4TE,GID-XZ6W5S,6,9
HVID-KR4BZ7,GID-YXO0E1,2,7
HVID-AJCAED,GID-CXJOH0,0,1
HVID-KA1VHC,GID-E6GO98,8,9
HVID-TOA7FS,GID-H1LRJ5,2,0
HVID-S8FDTD,GID-KHMP15,7,2
HVID-9BMYP7,GID-57LKPO,9,2
HVID-14YNQS,GID-W4RG07,6,0
HVID-4CA9LC,GID-Z6RDPE,6,8
HVID-QTWI5Z,GID-LBTBAU,6,8
HVID-VK7N75,GID-K7CXRD,3,8
HVID-XRORM9,GID-DNVIUP,7,8
HVID-HE5PRK,GID-ZVAEC6,7,7
HVID-97L49N,GID-WCBI9O,8,9
HVID-XII8XN,GID-N9OHA4,6,6
HVID-49ZAGO,GID-3I2VM7,7,9
HVID-FMB43Z,GID-M6KA7I,8,9
HVID-H4JRBV,GID-54NHZP,9,9
HVID-2V6WQP,GID-LZGZQS,7,5
HVID-G0Y64U,GID-5LGEX9,6,7
HVID-QS1HOX,GID-R7K3GX,6,8
HVID-VGS8N1,GID-Q8CYE4,8,8
HVID-BHYY3E,GID-JLRQG4,2,7
HVID-MNCZZN,GID-TSDSUG,8,8
HVID-R3YPST,GID-HZFV4O,2,0
HVID-TWFTZW,GID-U018QS,0,8
HVID-UVD6G6,GID-GDCVLO,9,7
HVID-H2C9OY,GID-FVRX7N,8,9
HVID-DJ4Y8K,GID-S20IOX,2,9
HVID-10HRKA,GID-O95G6E,7,8
HVID-X27GF3,GID-RK5AQ1,6,6
HVID-ZXJDGW,GID-M7YMIR,4,1
HVID-FA5IYI,GID-6DTJC9,9,7
HVID-4642T9,GID-VZ4QSL,7,9
HVID-BGM4TU,GID-A6NKOW,7,8
HVID-RETIVA,GID-A8MAXH,8,6
HVID-W08DF2,GID-B5UK5A,4,7
HVID-WEJXV3,GID-PAL6X0,0,8
HVID-0GSO53,GID-7BKWT4,6,9
HVID-1U1F9Q,GID-PER4YP,2,8
HVID-FF9KEX,GID-X0C8EB,4,8
HVID-H42MGQ,GID-7QISO1,9,6
HVID-IY2836,GID-5NK85O,0,8
HVID-WJOXBV,GID-GKKE4K,7,8
HVID-K8L0FH,GID-J6GD6Q,3,9
HVID-QYBYPV,GID-F0FF6L,3,9
HVID-WLYSLP,GID-RIVVUZ,6,7
HVID-NGGWP3,GID-J54JRX,5,8
HVID-2O0CJP,GID-J99SJK,0,6
HVID-RWN81S,GID-HXH2Y0,3,7
HVID-66FK3Q,GID-9TIQ7Y,6,9
HVID-Z2FRFA,GID-PKT0HK,7,9
HVID-DS4BF2,GID-4QYUVU,7,8
HVID-8T144B,GID-F968E9,6,1
HVID-K90OI8,GID-2RH0SD,6,1
HVID-XHBW4J,GID-I8171B,7,3
HVID-050ZPT,GID-ZUSWCM,2,2
HVID-OJQOMS,GID-QTOXEQ,9,6
HVID-6H8R1S,GID-ANGG88,3,9
HVID-8HZU6Z,GID-RD7SD7,4,9
HVID-FC8Y50,GID-5DSDUN,2,9
HVID-QSKB1X,GID-ZQP7RS,4,3
HVID-IQ0275,GID-9IUV20,2,8
HVID-SCQRND,GID-AHJLDJ,0,8
HVID-RNVS8Y,GID-FBKZ7X,6,6
HVID-JOIOGX,GID-G88NWM,2,4
HVID-4QTL6O,GID-DFO0V9,6,9
HVID-MGN4QQ,GID-HKKAUR,2,8
HVID-K84CH8,GID-GQMY0M,0,6
HVID-NCJVDW,GID-AQ8HKL,8,1
HVID-VLWAN1,GID-2RMC0K,6,7
HVID-GSS9D9,GID-ZPC69G,1,6
HVID-3I7WNT,GID-1SH4RB,9,7
HVID-DWQA1M,GID-MISQ2D,4,6
HVID-TBYBJJ,GID-SDD2DL,5,9
HVID-UH50X7,GID-VX5DO7,6,9
HVID-J52OPL,GID-4HWF1B,6,7
HVID-JRENA8,GID-C6ETB0,3,8
HVID-ETM79Y,GID-Z2GGDG,9,7
HVID-ACEHDI,GID-EK2PVS,5,7
HVID-M7DIEE,GID-S1223P,9,4
HVID-Y84TLH,GID-QAU56J,9,0
HVID-2RQFUV,GID-TPYPVC,6,9
HVID-D88PRL,GID-7GYE60,3,6
HVID-U91CWU,GID-BZ2Q7P,4,9
HVID-DX7XQG,GID-H1FBS5,3,8
HVID-9UNA7Y,GID-VCIGP9,6,6
HVID-F8XWI3,GID-SBH53Y,1,5
HVID-0Q26EY,GID-H5J689,8,8
HVID-ZA5LBY,GID-JECN78,8,5
HVID-MIQPWW,GID-3KCBVC,2,8
HVID-68L9TQ,GID-D3O3OL,7,7
HVID-BGIQT0,GID-YY7JHH,2,6
HVID-VW3ZLG,GID-VFJRH9,9,8
HVID-M60VZS,GID-Y82L9I,2,6
HVID-XY9RWO,GID-3CI9LG,6,9
HVID-SHLGUC,GID-ACBRZ6,5,9
HVID-F4TQYA,GID-HNMVO3,6,5
HVID-LTZHCC,GID-NKGZ7G,2,8
HVID-XI6THD,GID-ZA9Q3M,9,6
HVID-EH591J,GID-MKY8Q2,5,9
HVID-N0OGTD,GID-K3WT8D,0,8
HVID-HU1NER,GID-4QOQPW,9,5
HVID-J4UPI1,GID-LKT2Z1,8,8
HVID-Q88F46,GID-A3AC49,6,8
HVID-EZNFX7,GID-I9H6OR,8,5
HVID-NBFHXL,GID-KU7VO5,9,9
HVID-EM7BK7,GID-OHG048,0,9
HVID-PQCPG0,GID-W08QKY,6,7
HVID-QQRDTA,GID-S42CO7,9,1
HVID-0XSVZ5,GID-P7XJQ1,8,9
HVID-EXC10Q,GID-ZTXNT6,7,8
HVID-FZFFFB,GID-37ZK83,4,9
HVID-8EK1UJ,GID-HUGI04,7,7
HVID-B12ISP,GID-YWL95U,9,4
HVID-7QCC8K,GID-5BPG06,3,6
HVID-GFJ2XP,GID-SS2DTY,9,9
HVID-RYLGA2,GID-Y4NNL8,9,9
HVID-FW1QVV,GID-JL3OV0,1,9
HVID-TCHQAV,GID-UIMS8C,5,7
HVID-OE5W5N,GID-JI56BM,9,9
HVID-7UOS0I,GID-Z2B8I6,8,7
HVID-I8XOUP,GID-JPDAV1,4,9
HVID-WOJF7B,GID-9HMHNI,6,8
HVID-C6H357,GID-8VDCVU,6,5
HVID-URQDWE,GID-ZYG3JK,2,9
HVID-HM6AGW,GID-45YR5W,9,9
HVID-J2WF80,GID-SLY696,6,9
HVID-099JS7,GID-YFTI6T,5,8
HVID-H3RWXB,GID-XM789X,3,9
HVID-MDIC4K,GID-SGV1HR,1,7
HVID-CI9VR6,GID-DUFU49,5,9
HVID-0FI3IH,GID-KCK9RO,1,5
HVID-HQX9GM,GID-Y68VU7,9,9
HVID-CQTRNR,GID-6OMM4B,5,8
HVID-R8RW4M,GID-SHB4ZO,9,7
HVID-I9ZAIX,GID-AB6EKT,1,6
HVID-FPEFC5,GID-ZUHKM7,3,5
HVID-YBZZEE,GID-6ZGFGD,8,7
HVID-ATTFOB,GID-RIWGZV,5,7
HVID-Q2KNCY,GID-TKO650,1,9
HVID-VJZYMH,GID-BBR1QY,5,1
HVID-HZEJQV,GID-CKRZZQ,6,8
HVID-2FKGIK,GID-ZP39XA,5,7
HVID-TMMFCH,GID-CJ0BKT,0,9
HVID-HY5WJT,GID-JXWZZE,8,8
HVID-A1NZME,GID-BGZVN9,1,7
HVID-9TSRCL,GID-C12T7T,6,9
HVID-OUYW7H,GID-9FVH3D,8,8
HVID-UM0XB7,GID-P5NXEA,4,1
HVID-BZKE30,GID-TGCT1N,4,0
HVID-XQ9TFS,GID-9T3Q8N,6,8
HVID-0D91NE,GID-WTCJ0I,8,8
HVID-BIDJYA,GID-LCV3A4,2,9
HVID-56FQ1O,GID-OE8RCT,6,6
HVID-ZUW4C1,GID-O04218,1,4
HVID-4IQVUZ,GID-FT20ET,4,4
HVID-3UOA2V,GID-UYGMMN,8,3
HVID-KPGZ2H,GID-O4THAA,8,1
HVID-N9JYPY,GID-FWGDEF,3,9
HVID-4IBUKF,GID-KSUIFC,2,0
HVID-72R74E,GID-RS1DR9,8,7
HVID-G71565,GID-H2CU1U,9,9
HVID-GUHMJO,GID-F06MJW,5,9
HVID-KTKFD0,GID-JM6ITB,4,9
HVID-1301XV,GID-T2D0JZ,9,3
HVID-UUFAJ8,GID-XPWNO5,4,7
HVID-T3ODQQ,GID-1GDBD6,7,9
HVID-YVIAI3,GID-1JR5E3,3,8
HVID-LZXPGN,GID-1WTZ7I,7,8
HVID-YP83LF,GID-YB6UUW,8,8
HVID-PXQHUQ,GID-LW0W3Q,9,9
HVID-NFJVWA,GID-60W21P,4,8
HVID-FRJZ8Z,GID-2KF9HH,4,9
HVID-WAT6R6,GID-IFBHOQ,9,9
HVID-2UR8QL,GID-19GZAM,1,7
HVID-MCS5U1,GID-T2QYSJ,7,7
HVID-JVHVIJ,GID-04BT2A,1,9
HVID-D6560K,GID-FG4LTD,7,4
HVID-NNW6DV,GID-4XXTDF,9,7
HVID-D1PK2E,GID-GG11PY,0,0
HVID-ENI370,GID-4X43XX,6,9
HVID-GIIUIV,GID-75ZG6X,0,7
HVID-EUNR8W,GID-C3FNS4,8,8
HVID-45V4C3,GID-8GW3YS,6,7
HVID-AFE1SD,GID-O32U5P,8,9
HVID-YX8A6K,GID-BF4QUQ,4,4
HVID-XPO599,GID-F4AI7U,9,9
HVID-E0I460,GID-M6JOOH,9,9
HVID-JA7UCW,GID-L48XFJ,8,8
HVID-344RNL,GID-NFG6KI,2,5
HVID-BXVGTZ,GID-296RWU,4,7
HVID-MQPLT0,GID-SO827D,5,8
HVID-L0351P,GID-XT2AZE,5,8
HVID-2717JP,GID-3NZ3VQ,4,8
HVID-JY27AU,GID-KXDX95,8,9
HVID-2J6NYZ,GID-81WIQJ,9,8
HVID-K6RYPK,GID-0RBLW7,7,2
HVID-OC3WJU,GID-25F0LI,9,2
HVID-NHMWN0,GID-VCX20B,0,9
HVID-1L55D8,GID-0UB5AM,4,9
HVID-23J2KE,GID-UEKZTX,1,7
HVID-GJAS95,GID-OIP0RU,4,9
HVID-8B2WA9,GID-OLFRJ8,2,9
HVID-KN28SL,GID-T1XF1I,2,3
HVID-GJK9CF,GID-EB5UHF,6,8
HVID-3K3DPL,GID-GUR4OZ,0,6
HVID-3O63UB,GID-RG2B3P,9,8
HVID-71BLKE,GID-B9LF5I,0,3
HVID-NSW5G5,GID-6DLSRP,8,9
HVID-776HH3,GID-6CVRCI,3,8
HVID-K6Z4S3,GID-4Q4S55,9,7
HVID-E2NQ98,GID-065YFM,7,7
HVID-GMDZL6,GID-RI8GR2,3,7
HVID-BV8C5W,GID-72S6FS,5,8
HVID-UKMOCE,GID-W6MM93,8,9
HVID-37YZUB,GID-M92KQ4,8,8
HVID-LQRF2P,GID-SQXZ51,9,8
HVID-OEZ0Z2,GID-AW8KF6,7,2
HVID-LQOVMU,GID-DYMI7X,8,9
HVID-FROAL9,GID-F7YQVR,1,8
HVID-L9CL0T,GID-FADTY4,8,8
HVID-FZT8Z9,GID-8NL51U,9,0
HVID-VZT9PC,GID-KFZK6N,7,8
HVID-V9THD9,GID-NDH0IP,6,0
HVID-IL9R4L,GID-HLDSTI,8,5
HVID-FG0G7Q,GID-K0BZK9,8,2
HVID-01PCF1,GID-89KOGV,7,8
HVID-LCYMGJ,GID-S2LYTL,4,6
HVID-6L27FQ,GID-M6QIK2,0,7
HVID-RF012L,GID-0CL3V3,8,9
HVID-6VM8UH,GID-7CH2SU,8,7
HVID-YEKESO,GID-5X3N96,8,8
HVID-5GVNQ8,GID-PT1IUU,9,8
HVID-56CGNU,GID-HFF55T,8,7
HVID-SCJZCU,GID-Q1X8NF,9,7
HVID-BOYUAM,GID-BKEVOV,6,9
HVID-IHR4B6,GID-APN1WS,8,9
HVID-LKP38Y,GID-816LE6,6,8
HVID-Y8PYW7,GID-7LT9TA,9,2
HVID-RSRT6T,GID-4B0PLF,8,6
HVID-LI8BGJ,GID-6ZNS79,0,8
HVID-PZNAP2,GID-HLOJV9,9,8
HVID-34CAY7,GID-JXIR61,8,8
HVID-RWLPPP,GID-2WN102,6,9
HVID-ZT26DF,GID-9D8RL6,2,1
HVID-1H208Y,GID-RRCQ1M,0,5
HVID-V0PHSB,GID-SHWUAH,8,9
HVID-H5OF8F,GID-4RJ5PY,4,7
HVID-Z6AEMH,GID-E6XRRP,6,9
HVID-29ASBK,GID-269FW5,2,7
HVID-AVY8V7,GID-PINZXI,3,4
HVID-RSABHT,GID-U51GKD,4,5
HVID-SHJG3V,GID-Z3GX60,6,8
HVID-9Y1YJU,GID-5G7BZT,9,7
HVID-NE4HEV,GID-Z7YY0P,8,9
HVID-YY7QEL,GID-JKWYMD,7,9
HVID-BOLKL0,GID-2HCHZX,3,5
HVID-LLOLIQ,GID-83PHFP,3,7
HVID-7E4XEX,GID-0L1AUD,8,7
HVID-06YC9L,GID-9HJ3OW,9,1
HVID-VEHXYF,GID-7JQN5X,4,7
HVID-RYLVEZ,GID-B4R2JN,9,7
HVID-2W74YF,GID-LF3VLB,9,8
HVID-XLEHLB,GID-EXNXM8,8,0
HVID-8J6466,GID-0GA11W,6,2
HVID-C52QWL,GID-1W2R3F,3,8
HVID-CNB1YG,GID-DZ8OKT,5,7
HVID-318FI6,GID-HDHQ7G,9,2
HVID-5NAM8Z,GID-4FSGK9,6,9
HVID-TEUH9I,GID-GTLLZP,0,8
HVID-3I4WKM,GID-X82CG5,6,0
HVID-RILFUT,GID-Q8STNA,9,8
HVID-C7H1X6,GID-NVO3O3,4,9
HVID-STHPHW,GID-AVCO9Q,9,0
HVID-CO0PQT,GID-VNMYYX,7,8
HVID-KFZR0O,GID-72CU7V,8,7
HVID-6DQRJN,GID-KJRAJ3,3,7
HVID-ZJN77Y,GID-5OK95C,5,7
HVID-C15C0X,GID-SADK00,4,8
HVID-GJWVVC,GID-9HMQGM,6,8
HVID-H7LFQ2,GID-SXCRYZ,7,8
HVID-U9BRS3,GID-9GE3NJ,8,9
HVID-6FDA0D,GID-0MGVNW,4,8
HVID-OBKDM0,GID-M84ULJ,9,8
HVID-4LHEPS,GID-KLPQJ6,0,8
HVID-0BB0IT,GID-CVKQPX,8,8
HVID-5SZXCQ,GID-AWUYRQ,7,9
HVID-1LPI7N,GID-1ALGG1,7,6
HVID-P3AP80,GID-CBCQ36,0,9
HVID-OYMXVY,GID-M63D2H,8,7
HVID-0JUISE,GID-DFSL7L,9,9
HVID-JTPXM9,GID-R5SQ8O,7,9
HVID-62E5RJ,GID-UQ5WRP,7,9
HVID-F0KLMH,GID-DTRWR8,3,9
HVID-NR576O,GID-IZ5814,0,9
HVID-2N11UO,GID-HMU4FN,1,7
HVID-2T34T8,GID-ZET4KX,6,4
HVID-ETK3UC,GID-NA2ZMT,9,9
HVID-XUS5UO,GID-IH6FU3,5,9
HVID-DCREZH,GID-89TBVH,4,7
HVID-YIJMJ7,GID-LUTXGY,4,8
HVID-OYYXP2,GID-GHWW3I,5,7
HVID-1XE42S,GID-JWL3TE,2,3
HVID-34I90C,GID-M21K7X,8,0
HVID-VKMH29,GID-J3VC3I,8,4
HVID-8E5MD3,GID-AE8MI9,3,9
