,hand_value_id,game_id,player_hand_value,banker_hand_value
55011,HVID-EYRK2I,GID-860XEB,7,0
55012,HVID-KQCUP5,GID-00T2SP,6,1
55013,HVID-2PMTOP,GID-9Z6LG3,9,9
55014,HVID-YFC18H,GID-MDJ66E,2,5
55015,HVID-HUJF2I,GID-10VNUV,9,3
55016,HVID-OQX5B3,GID-2QSQFN,9,9
55017,HVID-MEY6ZP,GID-59THJO,2,7
55018,HVID-NO3LNW,GID-JCEYTE,0,5
55019,HVID-GCK6O6,GID-X9GFVN,0,0
55020,HVID-UQANCG,GID-KXJRBQ,4,7
55021,HVID-MESY24,GID-CLBF05,1,5
55022,HVID-VUU12N,GID-N7U8G3,7,8
55023,HVID-WX58JY,GID-07P1F0,4,8
55024,HVID-Y0DMFV,GID-T7X23A,9,8
55025,HVID-NHA4WL,GID-15VWIX,2,9
55026,HVID-8RRPOQ,GID-YTYGJ2,7,9
55027,HVID-IZ80PK,GID-2TJ00O,9,9
55028,HVID-VXRYRK,GID-HALZIU,5,7
55029,HVID-O8HYZT,GID-91A9I4,9,8
55030,HVID-YNJANB,GID-067LB9,2,8
55031,HVID-Q0V1MN,GID-4C59EE,7,3
55032,HVID-LF28TI,GID-CZVH2U,7,8
55033,HVID-4GKI84,GID-2I8IH3,6,1
55034,HVID-BOLQNO,GID-SMLA6G,8,9
55035,HVID-82ZS5D,GID-YKYNOX,7,7
55036,HVID-W8UAF0,GID-VAZBRK,6,9
55037,HVID-4WMDGP,GID-4B1QYK,7,7
55038,HVID-MMOSBC,GID-Q5DMZF,9,6
55039,HVID-DSW1IZ,GID-78PN41,1,7
55040,HVID-X2UK04,GID-JODRUW,4,9
55041,HVID-I5194G,GID-L5PT1C,0,8
55042,HVID-MVFAJZ,GID-TG1LFA,0,9
55043,HVID-V8JX3C,GID-YKB3PP,7,8
55044,HVID-C3C4KZ,GID-GA66BM,6,7
55045,HVID-FAINQ9,GID-CXG1XK,0,8
55046,HVID-A6NV6W,GID-IR7F2L,9,9
55047,HVID-79LZU5,GID-2HN9G5,1,8
55048,HVID-KG997Q,GID-BQQ4ER,2,4
55049,HVID-FVKF8Z,GID-VLNZT7,6,8
55050,HVID-BEIM23,GID-QUQEX3,4,7
55051,HVID-9G85ZY,GID-EVZ7DB,4,7
55052,HVID-8AB24E,GID-0IEX7E,6,7
55053,HVID-MUCPFG,GID-E0NGST,8,9
55054,HVID-0HJG24,GID-RM4AN1,8,5
55055,HVID-ZR08FF,GID-IMM2JD,7,8
55056,HVID-DYV7Y5,GID-W9AW1M,3,7
55057,HVID-QL72ZJ,GID-CJ03WI,7,7
55058,HVID-WM6E1N,GID-RE5PFT,7,1
55059,HVID-24N7EY,GID-DJ24Y5,0,5
55060,HVID-L9LRR9,GID-K1OEC9,4,7
55061,HVID-5XFBA9,GID-O1E9XN,7,0
55062,HVID-SP4WNJ,GID-RMBACG,4,2
55063,HVID-QS8V2O,GID-SN215H,5,8
55064,HVID-C4WCUL,GID-WRA88C,7,0
55065,HVID-Z638RZ,GID-FJRT83,9,6
55066,HVID-PR4XTD,GID-1ZHZGV,7,6
55067,HVID-6RGWHE,GID-5N34YJ,8,4
55068,HVID-5VDP19,GID-YFGJA1,8,9
55069,HVID-MG3X7A,GID-DJVLXX,7,7
55070,HVID-ZXI5QH,GID-D28FV6,1,9
55071,HVID-EPHJII,GID-WC08W5,8,4
55072,HVID-9O3ZID,GID-Q2BOT1,8,8
55073,HVID-MW409I,GID-DACEF5,7,9
55074,HVID-F661FD,GID-343H4R,2,9
55075,HVID-98FSSN,GID-SC2GHI,6,8
55076,HVID-89MUHH,GID-BNXXPT,5,8
55077,HVID-JS9Z1C,GID-IYJCMR,8,7
55078,HVID-IXQAKQ,GID-2I8E7A,0,8
55079,HVID-3C3HTS,GID-1H1FUT,0,1
55080,HVID-U2O7MQ,GID-VERZDV,7,8
55081,HVID-GGZ6AO,GID-9CE8RF,8,9
55082,HVID-HO5779,GID-5YLB9B,7,8
55083,HVID-JWZQVY,GID-YNNAU8,8,0
55084,HVID-D3EEVZ,GID-J0XS86,3,8
55085,HVID-VX8S71,GID-O3SZXK,0,3
55086,HVID-VEHN06,GID-6LA7Q5,9,9
55087,HVID-59GYGZ,GID-P481KY,9,7
55088,HVID-0YF1IM,GID-7RRI3J,0,8
55089,HVID-WZJT3Y,GID-V2N69R,9,7
55090,HVID-PAL8VK,GID-QFUHT1,5,8
55091,HVID-QVHHHR,GID-IKW9ZJ,9,8
55092,HVID-SK0BFW,GID-Q2FB5A,9,3
55093,HVID-3GHBRI,GID-J8C5TE,4,7
55094,HVID-6GCBMY,GID-ZIPOE9,9,0
55095,HVID-QHIP09,GID-CBI8A3,4,7
55096,HVID-BBP77H,GID-F3CPTM,5,7
55097,HVID-IQBJT8,GID-VWITMW,6,9
55098,HVID-4NU6K0,GID-EPK9H2,7,9
55099,HVID-L7DUOC,GID-NX1AUE,7,5
55100,HVID-Q2JLSI,GID-I04X2F,2,8
55101,HVID-F2RZR0,GID-OX8S9Y,7,9
55102,HVID-1MEPVB,GID-IQBPY8,8,4
55103,HVID-D9DUKD,GID-YZPT0J,7,7
55104,HVID-5U24FV,GID-2DIDFJ,8,9
55105,HVID-1LU71E,GID-LIO4WQ,0,8
55106,HVID-QQSUQZ,GID-C49DKO,2,8
55107,HVID-1SGWUU,GID-ZR70VC,7,9
55108,HVID-OG2KLG,GID-VIOEOZ,6,9
55109,HVID-F9YMHJ,GID-ROFMJ5,1,8
55110,HVID-XJTG2F,GID-T4QRS9,8,7
55111,HVID-W84F30,GID-JL1WJY,8,3
55112,HVID-R2PUGA,GID-LS5DF7,9,8
55113,HVID-R4AUB7,GID-GT39QJ,9,7
55114,HVID-NC2JHX,GID-YGMEZ8,4,9
55115,HVID-T50NUH,GID-YNSLB4,9,9
55116,HVID-QE7KQ5,GID-GVDT41,0,6
55117,HVID-2R5ZLP,GID-9SQDA9,0,2
55118,HVID-0A4WWC,GID-0DWHQZ,6,8
55119,HVID-UQIGDS,GID-6RQ7ZJ,1,7
55120,HVID-QT420I,GID-RV5ZTI,6,5
55121,HVID-EQ6DW5,GID-48P9LD,0,9
55122,HVID-E3532C,GID-9PMTQL,5,8
55123,HVID-MH4UYD,GID-S1LIUD,1,8
55124,HVID-CECPF5,GID-DS5PPT,7,9
55125,HVID-0B517W,GID-9Q3L8R,9,1
55126,HVID-ZOVRZK,GID-XE27J5,7,7
55127,HVID-UMFIZ9,GID-ML7NOS,5,9
55128,HVID-RO3EDJ,GID-JVK0GC,7,9
55129,HVID-OLMOWN,GID-5FHRIF,6,9
55130,HVID-2H0DI2,GID-OMG5OU,3,8
55131,HVID-PALFVA,GID-I9Y1ES,3,7
55132,HVID-JI2A5D,GID-3FRAW2,6,8
55133,HVID-8SKBIZ,GID-NLJ0CJ,4,9
55134,HVID-DAVCZH,GID-KWIUFF,0,0
55135,HVID-0HKBQI,GID-83YR4V,2,9
55136,HVID-HSLEEA,GID-B2WC0R,2,9
55137,HVID-QO8TM4,GID-D8ZJJ8,8,5
55138,HVID-QGMTC0,GID-W2ZN0D,1,6
55139,HVID-VFM0KV,GID-QZADQU,9,5
55140,HVID-NIUGLB,GID-1YFDP9,6,9
55141,HVID-N1SZMJ,GID-00DWPF,8,6
55142,HVID-04949A,GID-9N7S7S,9,9
55143,HVID-F3K0RV,GID-7XGBHZ,6,8
55144,HVID-VNXEN0,GID-IGO2C0,0,9
55145,HVID-GOULEM,GID-KHEY4B,6,7
55146,HVID-AUP0A0,GID-8MDRQG,7,8
55147,HVID-FC2JTL,GID-0BGZOA,8,7
55148,HVID-ZOTFF9,GID-M3SSLX,0,7
55149,HVID-FEUW2R,GID-G52VSC,0,9
55150,HVID-UDMKBP,GID-S48P61,6,9
55151,HVID-88ECYI,GID-YKL5GT,8,8
55152,HVID-37LFM3,GID-U7EYRJ,8,9
55153,HVID-UD4TAZ,GID-YYE5NX,8,7
55154,HVID-4BOH9L,GID-LZEIAY,3,8
55155,HVID-0UVJ9O,GID-UIVG8B,7,9
55156,HVID-PGD75V,GID-9ZGM56,8,2
55157,HVID-PZMLAZ,GID-VK0G6A,0,4
55158,HVID-KSBE2X,GID-8WLKP3,9,1
55159,HVID-R4TYAL,GID-YM06XO,4,9
55160,HVID-BBD381,GID-GQJNY1,0,7
55161,HVID-QBYPQQ,GID-FWRPZH,8,9
55162,HVID-E5AI16,GID-QU792N,5,0
55163,HVID-6DU7MS,GID-16V9IU,9,9
55164,HVID-M3HH4E,GID-IOGR97,9,4
55165,HVID-KXUGME,GID-OYCYG8,4,7
55166,HVID-Q580L8,GID-X16CGZ,6,7
55167,HVID-28HT7C,GID-D66MMX,7,9
55168,HVID-C1PFFV,GID-Y97ZVG,9,7
55169,HVID-EGJ9GY,GID-179QOY,4,7
55170,HVID-MAA3GA,GID-H291KS,0,0
55171,HVID-B5YUVQ,GID-QP88Q2,1,8
55172,HVID-L2UH5Z,GID-EQK1R4,6,8
55173,HVID-Y5TC2C,GID-22883E,8,9
55174,HVID-WIQ7Q5,GID-4UCKV5,8,8
55175,HVID-5EOO8A,GID-GY7G4Y,6,6
55176,HVID-YOA1PN,GID-UO3O93,3,9
55177,HVID-JHNLJW,GID-B064DU,8,7
55178,HVID-N74O66,GID-ZCJE4N,0,8
55179,HVID-J6H8GE,GID-7FM9NG,6,6
55180,HVID-42KAAA,GID-T28Q5S,3,8
55181,HVID-OUAAMU,GID-2IVN0X,6,9
55182,HVID-DDM5SR,GID-Z5LMII,9,8
55183,HVID-QSLY5K,GID-KES4CN,2,9
55184,HVID-MKGEG1,GID-1XC9PV,8,8
55185,HVID-1M1RFA,GID-GD39K6,9,7
55186,HVID-ZYG8X7,GID-CL44KK,6,9
55187,HVID-6YS9WK,GID-LNJN1I,6,4
55188,HVID-EVYZPA,GID-BB9Z0M,6,8
55189,HVID-CJMWIZ,GID-R4TZOP,6,7
55190,HVID-TC4QLV,GID-D9UNF2,0,7
55191,HVID-5U446M,GID-QY0DSS,9,5
55192,HVID-VFI3L3,GID-WQM5BG,2,8
55193,HVID-KDU5VM,GID-J6TW9G,9,8
55194,HVID-HC6K54,GID-P8VSSE,9,7
55195,HVID-5EK1FX,GID-MDOKRH,0,8
55196,HVID-4QJPLF,GID-FF0Z05,8,9
55197,HVID-FXMELO,GID-DUGBFG,9,8
55198,HVID-WSNHJH,GID-4TU5P3,1,0
55199,HVID-BYMNBJ,GID-AL30JZ,4,1
55200,HVID-RBO5II,GID-RRAC10,9,9
55201,HVID-S3HAA1,GID-9XZKLN,6,7
55202,HVID-MVW6VW,GID-GMSBHD,4,9
55203,HVID-BLWNKV,GID-8E08L9,4,8
55204,HVID-TON992,GID-QSLZM1,9,2
55205,HVID-TKK5ZA,GID-D4DYVX,0,1
55206,HVID-MQWGXK,GID-ZY4N8Y,4,9
55207,HVID-JR61RB,GID-HZDXRQ,4,9
55208,HVID-6QC2BT,GID-HOD6VV,7,7
55209,HVID-MZFVH5,GID-SI6SJR,9,0
55210,HVID-IM999G,GID-R2T1ZJ,9,8
55211,HVID-RTUZE1,GID-6ANXN8,8,9
55212,HVID-YF4DT2,GID-6NT6DI,5,8
55213,HVID-6FVVH8,GID-9BKETI,6,7
55214,HVID-AZBXWD,GID-JWR8V4,3,0
55215,HVID-JTB6OO,GID-2CFET9,3,5
55216,HVID-FR9U97,GID-67LCV5,2,7
55217,HVID-HEJ3GM,GID-QWC67Y,8,9
55218,HVID-PHOX2M,GID-H666QZ,6,9
55219,HVID-1KFSW9,GID-85AMIB,7,9
55220,HVID-CUOGP3,GID-G97LOB,3,2
55221,HVID-RF7PX1,GID-3FCRUC,3,8
55222,HVID-5KWQE9,GID-J16CHC,5,8
55223,HVID-DCECB2,GID-QGO45B,6,7
55224,HVID-5DZUFI,GID-5Q44M2,0,7
55225,HVID-V4AEOH,GID-Q1APLQ,3,8
55226,HVID-Y0IXHX,GID-UHZJZL,7,7
55227,HVID-H9I7L4,GID-59N90Q,4,0
55228,HVID-6L0IY7,GID-Z39JG2,9,7
55229,HVID-3J6MPC,GID-14VGA2,8,3
55230,HVID-033QMD,GID-ZZ2O5R,7,9
55231,HVID-6YSLDQ,GID-QYMW7G,0,8
55232,HVID-4HGHGL,GID-WZLCF1,7,8
55233,HVID-C1QEIL,GID-CJE1ZK,8,8
55234,HVID-EBWREZ,GID-LFA0K7,4,9
55235,HVID-XVO0SR,GID-LPTTM3,4,8
55236,HVID-P61DQB,GID-TFDD04,5,8
55237,HVID-PJEQT8,GID-TZOTAJ,6,6
55238,HVID-PHD8CY,GID-XSL5QU,6,8
55239,HVID-FE8UPZ,GID-EFCYLN,8,9
55240,HVID-8R47PU,GID-1M26PY,3,7
55241,HVID-X9DVXT,GID-50KN7C,9,9
55242,HVID-ATZ8R8,GID-NY9UV6,8,0
55243,HVID-V9WZB2,GID-M2F47D,7,8
55244,HVID-LCF8M4,GID-IIYUTD,7,9
55245,HVID-IAIPP2,GID-HM5FVE,9,6
55246,HVID-SHL0YF,GID-06XDEX,3,0
55247,HVID-O17LOA,GID-Y98RSL,8,7
55248,HVID-XQ34HQ,GID-P0EYRO,5,7
55249,HVID-3FWB0I,GID-7GZBY5,8,9
55250,HVID-CGBYWZ,GID-L2IKXE,6,4
55251,HVID-C8KLII,GID-X23IJZ,8,8
55252,HVID-K8WCP8,GID-3OBW06,8,8
55253,HVID-4GTPQN,GID-BTAO5S,8,7
55254,HVID-JZ3S58,GID-YAXIUC,7,0
55255,HVID-KBIM2F,GID-OVUDCA,8,5
55256,HVID-LEH2ZI,GID-Z95AV5,9,8
55257,HVID-B9QPVO,GID-5852NM,7,6
55258,HVID-E9WWBA,GID-9UBWUA,7,0
55259,HVID-6YVFB0,GID-H3HXXP,6,9
55260,HVID-0C9HZT,GID-AOKDFT,6,3
55261,HVID-DCNYPP,GID-APURVJ,9,9
55262,HVID-FQE2XW,GID-GEJYWO,6,8
55263,HVID-LHB57D,GID-REVCZ4,5,8
55264,HVID-TFDCFD,GID-X0Y05W,7,9
55265,HVID-V17UPQ,GID-ZF7GEB,8,9
55266,HVID-GUHAZ6,GID-S69D8N,1,7
55267,HVID-XGP1V6,GID-SLEG72,6,9
55268,HVID-MN3D1E,GID-JG3Z6K,9,7
55269,HVID-AO7C3A,GID-I375IJ,4,8
55270,HVID-ME6IOQ,GID-CY58JM,8,7
55271,HVID-MO1TUI,GID-Z5N4EY,6,9
55272,HVID-YOTH0P,GID-S0OBOU,8,8
55273,HVID-9WUPVR,GID-VT9EI3,1,9
55274,HVID-AKT247,GID-949UGH,9,7
55275,HVID-AV3ZNU,GID-ZIN3FG,0,7
55276,HVID-EMVUKT,GID-3ZOD4Y,4,8
55277,HVID-KPOPDV,GID-FR19LR,6,0
55278,HVID-L7TPO9,GID-VXNRHO,6,8
55279,HVID-K7QZW4,GID-LN13Q3,4,8
55280,HVID-OMHVYD,GID-WO1L0L,2,7
55281,HVID-O8A8SB,GID-60XCGG,6,8
55282,HVID-9QCIO5,GID-RVYSFR,0,6
55283,HVID-Y31N6A,GID-IOQOZ8,7,9
55284,HVID-40F0JV,GID-01GORK,3,6
55285,HVID-34KAMQ,GID-B7MOXF,6,8
55286,HVID-CYL7M4,GID-ALD6A9,3,1
55287,HVID-VX768L,GID-UNX80P,2,9
55288,HVID-GRLP1U,GID-RRTSJ3,7,8
55289,HVID-N6SMO9,GID-N81FSR,7,7
55290,HVID-0YQC6L,GID-PS60H5,9,7
55291,HVID-Y0DT1U,GID-JE99OJ,8,2
55292,HVID-DDKQU2,GID-PDSKXK,3,7
55293,HVID-WVLA4B,GID-V5E2IC,4,7
55294,HVID-HOMUIK,GID-JG7K3V,6,7
55295,HVID-HK6GBC,GID-RS6K9R,4,6
55296,HVID-UNEVRA,GID-P2PQWJ,9,7
55297,HVID-PFSLFE,GID-GBUUJ6,4,9
55298,HVID-OC37Q6,GID-Z4PDCU,9,9
55299,HVID-W1Y9K7,GID-AV88UX,7,9
55300,HVID-YBNTD4,GID-H4OFGX,5,9
55301,HVID-756JIC,GID-LQX6DV,2,8
55302,HVID-00MH1A,GID-88N0AD,9,7
55303,HVID-NCCAPO,GID-7Q1Q98,9,9
55304,HVID-ZRN2RB,GID-SA83C7,8,6
55305,HVID-EI648U,GID-FY6IDW,8,7
55306,HVID-A1864J,GID-8OF2EH,7,9
55307,HVID-5I7X2B,GID-Q6O5VH,8,7
55308,HVID-P8S8IZ,GID-94AJR3,2,5
55309,HVID-L1JL3K,GID-X8HVU6,2,7
55310,HVID-TJE1FO,GID-C70XFN,1,7
55311,HVID-CK1XB0,GID-0TV6CC,9,5
55312,HVID-HRFVNS,GID-URX5YZ,9,8
55313,HVID-C1H1IT,GID-VAZY2Q,9,9
55314,HVID-3AMBZ3,GID-667O81,7,6
55315,HVID-2Q3CM2,GID-S4KSAP,1,8
55316,HVID-GX0Z42,GID-XQ7YK9,7,7
55317,HVID-H8CMQW,GID-YWUQK9,8,7
55318,HVID-5ZHR9K,GID-70GUDH,6,7
55319,HVID-B46T86,GID-2PEUZM,4,9
55320,HVID-J21MNG,GID-XJPCOY,9,9
55321,HVID-J3N4FP,GID-YKG5TC,0,9
55322,HVID-60T1HC,GID-61A8KU,1,9
55323,HVID-FTQ47A,GID-77QLDO,2,9
55324,HVID-NZ2BWA,GID-CIW7YK,6,6
55325,HVID-NUY2LF,GID-4J02PG,8,8
55326,HVID-2R08SE,GID-AXAHMR,9,9
55327,HVID-X6Q6N3,GID-9FPXKQ,7,8
55328,HVID-5DX6L9,GID-TZLB2Y,8,9
55329,HVID-I77496,GID-LF42GZ,5,7
55330,HVID-UQZZRV,GID-JHM2QX,9,7
55331,HVID-6PS66P,GID-TNURAP,9,1
55332,HVID-E0MXPK,GID-S9CSZZ,8,4
55333,HVID-2L5IPR,GID-TCFZG5,8,7
55334,HVID-W59AB2,GID-BTDYH7,6,8
55335,HVID-WFJP74,GID-HXIUKP,3,9
55336,HVID-JAXG1Q,GID-K1MWFF,9,8
55337,HVID-KRM889,GID-032Z9X,6,8
55338,HVID-RKT07W,GID-L07BYX,1,9
55339,HVID-UB8WMZ,GID-LKG61S,3,7
55340,HVID-WUX3IU,GID-HQZCEI,6,8
55341,HVID-4S5TBK,GID-S8LX3D,9,7
55342,HVID-H114LD,GID-45Q91K,2,6
55343,HVID-3GRH9B,GID-TEAQXK,6,9
55344,HVID-DBZR2W,GID-HXMLQJ,5,9
55345,HVID-7QZUGP,GID-VWVYJC,9,7
55346,HVID-ZS2N9J,GID-R0I69I,6,8
55347,HVID-9MJBYK,GID-MDJB3Z,9,6
55348,HVID-4RL9MN,GID-9HGVPK,0,0
55349,HVID-POMG6P,GID-9NUVL0,5,6
55350,HVID-BXZE5T,GID-PXMMA9,2,4
55351,HVID-F5GE7V,GID-RZMNRM,8,4
55352,HVID-KY13GO,GID-EULHYG,1,6
55353,HVID-QLYMOI,GID-35AY2O,4,2
55354,HVID-IF8C8B,GID-OAI5MJ,1,9
55355,HVID-A6288G,GID-E0KJV6,9,7
55356,HVID-OCURT4,GID-QLHV4E,2,6
55357,HVID-MXCKUA,GID-KX9YOT,6,2
55358,HVID-77DWXM,GID-SF75L2,6,7
55359,HVID-44X45C,GID-PJQXFO,7,9
55360,HVID-3FXJE5,GID-Q78GEP,2,9
55361,HVID-REAY3I,GID-74XFJJ,2,9
55362,HVID-YQYBPT,GID-ADQ3QR,9,7
55363,HVID-FXPVJH,GID-XOQNB0,1,8
55364,HVID-4KX3R0,GID-QQT80U,7,5
55365,HVID-4COICZ,GID-4E0VZX,2,4
55366,HVID-YPDEFI,GID-RPXGF6,1,9
55367,HVID-8XS6G2,GID-6H45GV,9,7
55368,HVID-YSEVUZ,GID-V634XA,9,2
55369,HVID-IINGUK,GID-RE8G0G,6,8
55370,HVID-MQM3OJ,GID-8336QW,7,7
55371,HVID-YAC6N1,GID-80F5R9,8,8
55372,HVID-39ENFK,GID-7SQF0M,5,6
55373,HVID-K6QM4K,GID-INBK9U,5,8
55374,HVID-0EX5XH,GID-Q5FY12,9,9
55375,HVID-SVUF16,GID-UJUJ04,0,8
55376,HVID-HS9YQ6,GID-OLO8II,3,7
55377,HVID-2XID2N,GID-D25QV2,7,9
55378,HVID-V9DHV0,GID-HUBK1Z,9,4
55379,HVID-PEVF3U,GID-WYQBHU,1,3
55380,HVID-57WLBA,GID-XV24WW,6,6
55381,HVID-7B7CHC,GID-2FEKNC,5,7
55382,HVID-D31BR1,GID-EXW8SZ,6,8
55383,HVID-2YK97F,GID-0QM8QY,0,8
55384,HVID-4GYM5U,GID-T2PXYQ,5,4
55385,HVID-2YKB6L,GID-MKMC6F,6,7
55386,HVID-KUYJPE,GID-0UPCPO,7,1
55387,HVID-XYC667,GID-0C92BM,9,7
55388,HVID-U4ULOH,GID-RH0258,6,8
55389,HVID-A1S66P,GID-MUWZ6L,8,6
55390,HVID-YVRJ4J,GID-5IHA1C,3,9
55391,HVID-G3V901,GID-XKCUJM,0,8
55392,HVID-LO337W,GID-QODG26,4,3
55393,HVID-RAJOUZ,GID-SR6ATK,9,8
55394,HVID-3JK5BI,GID-50NFQE,9,2
55395,HVID-L4FSGR,GID-LLD5ZF,6,9
55396,HVID-3H2H3X,GID-8WN9V8,5,8
55397,HVID-BN9C1S,GID-FR41L0,8,7
55398,HVID-OMOD4E,GID-R3Y3KP,7,9
55399,HVID-RG8KP1,GID-1FN0ZF,7,5
55400,HVID-QA7XEQ,GID-FNDONW,0,1
55401,HVID-PYDCJ5,GID-9K4EL0,6,6
55402,HVID-L9IRUE,GID-DS4KGY,7,7
55403,HVID-S1TLZA,GID-XVCRQ2,7,8
55404,HVID-70SS2U,GID-CXY0LK,7,7
55405,HVID-PNLBJQ,GID-C9NDVC,7,6
55406,HVID-6EGD3H,GID-XIPY52,9,5
55407,HVID-PVDZF3,GID-Z73Y96,9,7
55408,HVID-NQO1RP,GID-4O49NZ,3,8
55409,HVID-N3PQGT,GID-LUIFAY,0,7
55410,HVID-FP755Q,GID-1LZATY,8,8
55411,HVID-BVQAJP,GID-XFFXE7,5,9
55412,HVID-M67WV0,GID-JS16FI,8,0
55413,HVID-93YO8Z,GID-LAHPBQ,9,5
55414,HVID-DQDQGL,GID-51PDNX,6,0
55415,HVID-98L4MD,GID-IWUKUG,7,7
55416,HVID-RANQP5,GID-Q51TFJ,8,8
55417,HVID-ZLW5GQ,GID-84ZQTN,7,2
55418,HVID-BDCO25,GID-XXPNGV,6,0
55419,HVID-SQMLMN,GID-4RIPDW,8,8
55420,HVID-U6UP3F,GID-Z51OT8,8,4
55421,HVID-OAHE8I,GID-K1NWAG,8,1
55422,HVID-AU6T7C,GID-SE2VE1,7,9
55423,HVID-XNGFEI,GID-02E50C,7,6
55424,HVID-G0RIG9,GID-FRVHG0,8,7
55425,HVID-OD28GF,GID-4049D7,6,9
55426,HVID-D9X77Z,GID-URMMAQ,4,7
55427,HVID-GVUR6M,GID-F9UI2N,6,6
55428,HVID-K35UFM,GID-DBJFNZ,8,4
55429,HVID-BYBVLZ,GID-O1818V,5,8
55430,HVID-YPPTAJ,GID-GIF4XD,4,5
55431,HVID-126A6W,GID-68YXGA,9,7
55432,HVID-OBZYNO,GID-RUMV9Z,9,9
55433,HVID-OGIIH0,GID-7MB4M0,6,8
55434,HVID-NN647M,GID-2OQDAH,0,9
55435,HVID-4F6Q42,GID-PC0DAE,3,0
55436,HVID-YD55WJ,GID-AR1G2K,5,9
55437,HVID-K4PGS8,GID-DQZCQ7,2,8
55438,HVID-OYUS19,GID-W99O0F,8,8
55439,HVID-7OK6E8,GID-47BGJK,5,7
55440,HVID-4MYWHQ,GID-P0IRKK,0,9
55441,HVID-SYTEOK,GID-1AWGD7,1,9
55442,HVID-504LKQ,GID-2JA8MW,6,7
55443,HVID-MPLCQ0,GID-D8JM0U,3,3
55444,HVID-OZQGYC,GID-MIM53W,3,7
55445,HVID-FK9QCG,GID-264510,6,9
55446,HVID-3NWWOU,GID-R65XC6,9,9
55447,HVID-9ZC0YC,GID-40O7ZR,7,8
55448,HVID-HCNBZJ,GID-6GYRUD,8,2
55449,HVID-UP8TID,GID-CFHPUM,8,8
55450,HVID-03N22G,GID-O03PYT,7,7
55451,HVID-XQ88E2,GID-G7T5M8,6,9
55452,HVID-WFQ4II,GID-QMHADO,7,1
55453,HVID-TC1F88,GID-X5F1L1,8,2
55454,HVID-WTGUPZ,GID-VM37N1,0,6
55455,HVID-YRD7Y2,GID-HXKHI3,5,8
55456,HVID-BF881E,GID-R7ALI8,7,7
55457,HVID-A5XF06,GID-NBII6H,9,4
55458,HVID-NURYLP,GID-U3KYFU,9,8
55459,HVID-6FMIDU,GID-6A70J3,0,7
55460,HVID-1JI009,GID-C824AX,2,5
55461,HVID-TZ4KCD,GID-9U2Y9L,0,5
55462,HVID-F7V6I5,GID-LN1S1W,6,3
55463,HVID-KDHRTE,GID-LRIUZ7,8,9
55464,HVID-5QBVP2,GID-BZ9R1K,6,9
55465,HVID-IXADRS,GID-QKTSHR,6,1
55466,HVID-FXPVBA,GID-L9JNEG,0,9
55467,HVID-I1YI5Q,GID-RA7AA0,9,7
55468,HVID-F7VL7D,GID-PS6I9T,2,6
55469,HVID-BZMPHY,GID-YVHKOE,3,8
55470,HVID-QBNHR1,GID-QMYSLO,9,2
55471,HVID-2ZXUJM,GID-26POV4,7,7
55472,HVID-OTIF2F,GID-9AHX6A,2,8
55473,HVID-DYNJCR,GID-3J6D1Q,7,0
55474,HVID-UGAXAR,GID-15Y3Z4,1,7
55475,HVID-OAC1YJ,GID-4ZKST9,0,5
55476,HVID-LJKPLL,GID-CBZT0V,6,8
55477,HVID-20QYV8,GID-TIHADR,1,8
55478,HVID-NVZDI2,GID-0KP17F,8,1
55479,HVID-0BF8PQ,GID-AR6V8T,1,0
55480,HVID-7OUT0A,GID-H4IMQD,5,7
55481,HVID-YTR6HT,GID-YZW4FU,5,9
55482,HVID-Y3TAS5,GID-GMWGT5,2,8
55483,HVID-334QBD,GID-VQD4T8,7,4
55484,HVID-SUL72G,GID-ZZZ1JS,2,1
55485,HVID-08XUJH,GID-Z6D2VT,0,9
55486,HVID-NO8KJR,GID-0UCDKK,2,6
55487,HVID-ORA0CA,GID-UD96ZD,8,6
55488,HVID-2F2GRX,GID-IZAKLP,9,8
55489,HVID-9S9ZVK,GID-6EQ829,3,7
55490,HVID-SBXWH1,GID-F9FZOL,9,9
55491,HVID-YJONTU,GID-HM8GF5,4,7
55492,HVID-PHAGY8,GID-9A5J8V,3,9
55493,HVID-DOCVE7,GID-4W2DRH,3,2
55494,HVID-QNC035,GID-Q9TV4B,4,0
55495,HVID-Z66BOA,GID-4R6TCE,6,9
55496,HVID-G40LY7,GID-PH0GC0,2,9
55497,HVID-6PCZNN,GID-I1EC0H,8,7
55498,HVID-LVX1Y3,GID-R4117Q,0,8
55499,HVID-433AKR,GID-CTJDL6,0,7
55500,HVID-D2UMNC,GID-WCER27,7,9
55501,HVID-VNA8W7,GID-0XHTVQ,9,8
55502,HVID-SDCO65,GID-ARWPNA,8,7
55503,HVID-XE7IFW,GID-SPGH02,6,2
55504,HVID-R9T0FS,GID-SUA3PE,0,3
55505,HVID-PCJKN4,GID-5DO3HD,5,0
55506,HVID-5XGKN5,GID-RP84P6,6,9
55507,HVID-LMQJX5,GID-HU4ITV,3,9
55508,HVID-KAUKFZ,GID-C8S53B,9,8
55509,HVID-AMQ4E6,GID-8IGMK8,0,8
55510,HVID-JXDXLN,GID-ISOCI9,3,6
55511,HVID-GWZLS8,GID-JUNXNL,3,7
55512,HVID-VMKAUV,GID-M2H6Y4,6,8
55513,HVID-JTOCE5,GID-NK1HCU,6,9
55514,HVID-4EM91I,GID-ASOSY5,6,8
