,game,game_id,player_id,status,start_time,end_time,player_hand,player_hand_value,banker_hand,banker_hand_value,last_action,player_wager,player_payout,game_outcome,player_bet,player_bet_outcome
5569,Baccarat,GID-N6DCVW,PID-000022,Success,2024-04-10T19:57:03,2024-04-10T19:58:57,"[{'value': '5', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Clubs'}]",6,"[{'value': '7', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Hearts'}]",7,initial_deal,534.0,-534.0,Banker wins!,Player,Player bet on player losses!
5570,Baccarat,GID-0J9M6X,PID-000012,Success,2023-11-29T02:24:56,2023-11-29T02:27:54,"[{'value': '4', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Hearts'}]",6,"[{'value': '8', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Spades'}]",8,initial_deal,836.0,-836.0,Banker wins!,Tie,Player bet on tie losses!
5571,Baccarat,GID-1CMOQF,PID-000035,Success,2024-04-20T12:13:24,2024-04-20T12:16:23,"[{'value': '5', 'rank': 'Clubs'}, {'value': '7', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Diamonds'}]",0,"[{'value': '4', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Spades'}, {'value': '4', 'rank': 'Clubs'}]",8,banker_draw,147.0,139.65,Banker wins!,Banker,Player bet on banker wins!
5572,Baccarat,GID-IT805S,PID-000022,Success,2024-01-29T06:23:09,2024-01-29T06:24:43,"[{'value': '2', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Hearts'}]",8,"[{'value': '7', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Spades'}]",7,initial_deal,864.0,-864.0,Player wins!,Tie,Player bet on tie losses!
5573,Baccarat,GID-F6ZISY,PID-000034,Success,2023-01-03T15:11:22,2023-01-03T15:14:02,"[{'value': '4', 'rank': 'Diamonds'}, {'value': '4', 'rank': 'Clubs'}]",8,"[{'value': '6', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Clubs'}]",7,initial_deal,881.0,-881.0,Player wins!,Banker,Player bet on banker losses!
5574,Baccarat,GID-W2M5UH,PID-000037,Success,2024-06-10T17:29:08,2024-06-10T17:31:03,"[{'value': '3', 'rank': 'Spades'}, {'value': '8', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}]",1,"[{'value': '5', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Hearts'}]",2,banker_draw,384.0,-384.0,Banker wins!,Player,Player bet on player losses!
5575,Baccarat,GID-H45AVK,PID-000002,Success,2024-03-17T01:51:28,2024-03-17T01:54:00,"[{'value': '7', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}]",7,"[{'value': 'A', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Spades'}, {'value': '10', 'rank': 'Hearts'}]",1,banker_draw,471.0,-471.0,Player wins!,Tie,Player bet on tie losses!
5576,Baccarat,GID-ONOB5K,PID-000021,Success,2023-10-28T00:42:48,2023-10-28T00:44:41,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Clubs'}]",9,"[{'value': '7', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}]",7,initial_deal,809.0,-809.0,Player wins!,Banker,Player bet on banker losses!
5577,Baccarat,GID-XIVD1V,PID-000014,Success,2023-09-10T17:04:34,2023-09-10T17:08:32,"[{'value': '8', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Diamonds'}]",9,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Clubs'}]",9,initial_deal,560.0,-560.0,It's a tie!,Player,Player bet on player losses!
5578,Baccarat,GID-SBZZ5S,PID-000031,Success,2023-11-23T21:47:38,2023-11-23T21:49:25,"[{'value': '2', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Spades'}, {'value': '5', 'rank': 'Diamonds'}]",7,"[{'value': '2', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Clubs'}]",2,banker_draw,317.0,317.0,Player wins!,Player,Player bet on player wins!
5579,Baccarat,GID-1ABTMQ,PID-000026,Success,2023-01-26T13:28:10,2023-01-26T13:32:02,"[{'value': '8', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Spades'}, {'value': '9', 'rank': 'Diamonds'}]",0,"[{'value': '3', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Hearts'}]",0,banker_draw,104.0,832.0,It's a tie!,Tie,Player bet on tie wins!
5580,Baccarat,GID-7XX9AX,PID-000023,Success,2023-10-09T18:44:57,2023-10-09T18:48:54,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Clubs'}]",3,"[{'value': '9', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}]",7,initial_deal,658.0,-658.0,Banker wins!,Tie,Player bet on tie losses!
5581,Baccarat,GID-R3GZWJ,PID-000048,Success,2023-09-01T07:52:49,2023-09-01T07:55:40,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Clubs'}]",6,"[{'value': 'A', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}]",7,initial_deal,302.0,-302.0,Banker wins!,Tie,Player bet on tie losses!
5582,Baccarat,GID-Q38TZ9,PID-000001,Success,2023-03-18T13:19:28,2023-03-18T13:22:27,"[{'value': '5', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Spades'}]",9,"[{'value': '4', 'rank': 'Diamonds'}, {'value': '4', 'rank': 'Clubs'}]",8,initial_deal,815.0,815.0,Player wins!,Player,Player bet on player wins!
5583,Baccarat,GID-L1LOKV,PID-000025,Success,2023-11-07T14:35:13,2023-11-07T14:37:31,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Clubs'}]",7,"[{'value': '7', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Clubs'}]",7,initial_deal,704.0,5632.0,It's a tie!,Tie,Player bet on tie wins!
5584,Baccarat,GID-0XWSUX,PID-000035,Success,2023-05-18T00:13:10,2023-05-18T00:14:58,"[{'value': '6', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Spades'}]",8,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '2', 'rank': 'Hearts'}]",3,banker_draw,27.0,27.0,Player wins!,Player,Player bet on player wins!
5585,Baccarat,GID-6HA7J0,PID-000007,Success,2024-01-16T11:09:05,2024-01-16T11:12:48,"[{'value': '10', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Clubs'}]",0,"[{'value': '5', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}, {'value': '4', 'rank': 'Clubs'}]",5,banker_draw,407.0,386.65,Banker wins!,Banker,Player bet on banker wins!
5586,Baccarat,GID-5T6ZSA,PID-000029,Success,2023-10-14T03:04:47,2023-10-14T03:07:46,"[{'value': 'K', 'rank': 'Clubs'}, {'value': '2', 'rank': 'Spades'}, {'value': '6', 'rank': 'Clubs'}]",8,"[{'value': '6', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Diamonds'}]",3,banker_draw,634.0,-634.0,Player wins!,Banker,Player bet on banker losses!
5587,Baccarat,GID-5DBGF4,PID-000019,Success,2023-12-29T05:59:56,2023-12-29T06:02:55,"[{'value': 'A', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Diamonds'}]",4,"[{'value': '4', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Spades'}]",7,initial_deal,27.0,-27.0,Banker wins!,Tie,Player bet on tie losses!
5588,Baccarat,GID-BEPD5K,PID-000033,Success,2024-04-20T18:04:23,2024-04-20T18:05:49,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Spades'}]",4,"[{'value': 'J', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Hearts'}]",3,banker_draw,275.0,275.0,Player wins!,Player,Player bet on player wins!
5589,Baccarat,GID-M5630X,PID-000027,Success,2023-10-09T02:38:53,2023-10-09T02:40:48,"[{'value': '2', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}]",8,"[{'value': 'K', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Diamonds'}]",9,initial_deal,891.0,-891.0,Banker wins!,Player,Player bet on player losses!
5590,Baccarat,GID-5BZQP9,PID-000050,Success,2023-04-29T20:47:13,2023-04-29T20:49:55,"[{'value': '4', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Spades'}, {'value': '3', 'rank': 'Spades'}]",7,"[{'value': '9', 'rank': 'Diamonds'}, {'value': '4', 'rank': 'Spades'}, {'value': '5', 'rank': 'Clubs'}]",8,banker_draw,379.0,-379.0,Banker wins!,Player,Player bet on player losses!
5591,Baccarat,GID-TSFUYZ,PID-000021,Success,2023-10-10T01:12:40,2023-10-10T01:15:39,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': '2', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}]",5,"[{'value': 'J', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': '2', 'rank': 'Spades'}]",2,banker_draw,389.0,-389.0,Player wins!,Tie,Player bet on tie losses!
5592,Baccarat,GID-OS5A7A,PID-000027,Success,2023-01-13T15:12:16,2023-01-13T15:14:14,"[{'value': '4', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Spades'}]",7,"[{'value': 'K', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Spades'}]",7,banker_draw,217.0,1736.0,It's a tie!,Tie,Player bet on tie wins!
5593,Baccarat,GID-HPAN0Q,PID-000037,Success,2023-10-26T15:43:48,2023-10-26T15:46:47,"[{'value': '4', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Diamonds'}]",1,"[{'value': '3', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Spades'}, {'value': '2', 'rank': 'Clubs'}]",5,banker_draw,488.0,-488.0,Banker wins!,Tie,Player bet on tie losses!
5594,Baccarat,GID-4CV8LC,PID-000050,Success,2024-01-16T05:25:23,2024-01-16T05:29:13,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Clubs'}]",7,"[{'value': '5', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Hearts'}]",6,banker_draw,189.0,189.0,Player wins!,Player,Player bet on player wins!
5595,Baccarat,GID-RRMO1Z,PID-000016,Success,2023-04-17T10:22:48,2023-04-17T10:25:38,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Spades'}, {'value': '3', 'rank': 'Hearts'}]",6,"[{'value': 'A', 'rank': 'Clubs'}, {'value': '6', 'rank': 'Spades'}]",7,initial_deal,689.0,-689.0,Banker wins!,Tie,Player bet on tie losses!
5596,Baccarat,GID-9CGDKA,PID-000001,Success,2024-06-25T00:09:04,2024-06-25T00:10:14,"[{'value': '6', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}]",9,"[{'value': '4', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Clubs'}]",7,initial_deal,815.0,-815.0,Player wins!,Tie,Player bet on tie losses!
5597,Baccarat,GID-7XS7M3,PID-000017,Success,2024-06-27T09:33:16,2024-06-27T09:36:34,"[{'value': '8', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Diamonds'}]",7,"[{'value': '2', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Clubs'}]",1,banker_draw,527.0,-527.0,Player wins!,Banker,Player bet on banker losses!
5598,Baccarat,GID-RZSL9X,PID-000021,Success,2024-02-22T18:36:25,2024-02-22T18:39:58,"[{'value': '7', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Spades'}]",5,"[{'value': 'K', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Spades'}, {'value': '2', 'rank': 'Diamonds'}]",3,banker_draw,521.0,-521.0,Player wins!,Banker,Player bet on banker losses!
5599,Baccarat,GID-GM6883,PID-000009,Success,2023-01-31T13:40:55,2023-01-31T13:44:50,"[{'value': '3', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Hearts'}]",4,"[{'value': '7', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Clubs'}]",7,initial_deal,557.0,529.15,Banker wins!,Banker,Player bet on banker wins!
5600,Baccarat,GID-IROFZE,PID-000026,Success,2023-08-25T06:24:55,2023-08-25T06:26:51,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': '4', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Spades'}]",9,"[{'value': '5', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Diamonds'}]",8,initial_deal,970.0,-970.0,Player wins!,Banker,Player bet on banker losses!
5601,Baccarat,GID-W6KRWL,PID-000005,Success,2023-09-10T19:07:29,2023-09-10T19:09:15,"[{'value': '9', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Clubs'}]",9,"[{'value': '9', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Diamonds'}]",7,initial_deal,212.0,-212.0,Player wins!,Tie,Player bet on tie losses!
5602,Baccarat,GID-0RAVS7,PID-000022,Success,2024-03-28T01:52:52,2024-03-28T01:55:51,"[{'value': 'J', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Clubs'}]",1,"[{'value': '7', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Spades'}]",8,initial_deal,665.0,-665.0,Banker wins!,Player,Player bet on player losses!
5603,Baccarat,GID-XLRB2Q,PID-000014,Success,2023-06-17T21:53:00,2023-06-17T21:56:24,"[{'value': '5', 'rank': 'Clubs'}, {'value': '4', 'rank': 'Spades'}]",9,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}]",9,initial_deal,535.0,-535.0,It's a tie!,Banker,Player bet on banker losses!
5604,Baccarat,GID-ZBBPE0,PID-000042,Success,2024-01-08T22:25:39,2024-01-08T22:27:21,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Clubs'}]",8,"[{'value': '8', 'rank': 'Clubs'}, {'value': '10', 'rank': 'Spades'}]",8,initial_deal,967.0,-967.0,It's a tie!,Player,Player bet on player losses!
5605,Baccarat,GID-LTCLTC,PID-000047,Success,2023-02-01T05:04:24,2023-02-01T05:07:18,"[{'value': 'Q', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Spades'}, {'value': '7', 'rank': 'Diamonds'}]",2,"[{'value': '5', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Diamonds'}, {'value': '5', 'rank': 'Clubs'}]",5,banker_draw,928.0,881.5999999999999,Banker wins!,Banker,Player bet on banker wins!
5606,Baccarat,GID-L8BYEW,PID-000042,Success,2023-05-16T03:47:49,2023-05-16T03:50:40,"[{'value': '9', 'rank': 'Clubs'}, {'value': '10', 'rank': 'Clubs'}]",9,"[{'value': '7', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}]",7,initial_deal,290.0,-290.0,Player wins!,Banker,Player bet on banker losses!
5607,Baccarat,GID-5M9D38,PID-000013,Success,2023-05-25T00:39:37,2023-05-25T00:42:31,"[{'value': '5', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Spades'}]",6,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Hearts'}]",9,banker_draw,103.0,-103.0,Banker wins!,Tie,Player bet on tie losses!
5608,Baccarat,GID-UX33VH,PID-000024,Success,2023-07-23T02:58:31,2023-07-23T03:00:10,"[{'value': 'A', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Spades'}]",9,"[{'value': 'A', 'rank': 'Hearts'}, {'value': '9', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Spades'}]",7,banker_draw,185.0,185.0,Player wins!,Player,Player bet on player wins!
5609,Baccarat,GID-B1888G,PID-000038,Success,2023-01-15T05:06:51,2023-01-15T05:08:49,"[{'value': '2', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}, {'value': 'J', 'rank': 'Hearts'}]",0,"[{'value': '5', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Spades'}]",6,banker_draw,259.0,-259.0,Banker wins!,Player,Player bet on player losses!
5610,Baccarat,GID-N4EAKN,PID-000026,Success,2023-04-18T13:15:22,2023-04-18T13:17:21,"[{'value': '6', 'rank': 'Clubs'}, {'value': '10', 'rank': 'Clubs'}]",6,"[{'value': '9', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Spades'}]",7,initial_deal,706.0,-706.0,Banker wins!,Player,Player bet on player losses!
5611,Baccarat,GID-SJGKHP,PID-000020,Success,2023-04-30T16:21:47,2023-04-30T16:24:35,"[{'value': '5', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Spades'}]",8,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': '7', 'rank': 'Clubs'}]",7,initial_deal,507.0,-507.0,Player wins!,Banker,Player bet on banker losses!
5612,Baccarat,GID-29OJNG,PID-000050,Success,2023-05-20T03:49:49,2023-05-20T03:53:40,"[{'value': '2', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Spades'}]",2,"[{'value': '5', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Diamonds'}]",5,banker_draw,49.0,-49.0,Banker wins!,Player,Player bet on player losses!
5613,Baccarat,GID-ASTWR5,PID-000002,Success,2023-09-06T03:55:53,2023-09-06T03:58:46,"[{'value': '7', 'rank': 'Diamonds'}, {'value': 'K', 'rank': 'Diamonds'}]",7,"[{'value': '10', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Spades'}, {'value': '7', 'rank': 'Clubs'}]",7,banker_draw,66.0,-66.0,It's a tie!,Player,Player bet on player losses!
5614,Baccarat,GID-GZYIE1,PID-000022,Success,2023-11-25T18:22:54,2023-11-25T18:24:51,"[{'value': '7', 'rank': 'Spades'}, {'value': '8', 'rank': 'Spades'}, {'value': '6', 'rank': 'Clubs'}]",1,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Diamonds'}]",9,initial_deal,718.0,-718.0,Banker wins!,Tie,Player bet on tie losses!
5615,Baccarat,GID-CLC6OU,PID-000011,Success,2023-09-11T04:10:03,2023-09-11T04:11:49,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'Q', 'rank': 'Spades'}, {'value': '10', 'rank': 'Spades'}]",0,"[{'value': '8', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Hearts'}]",8,initial_deal,25.0,-25.0,Banker wins!,Player,Player bet on player losses!
5616,Baccarat,GID-RMLSRV,PID-000035,Success,2023-06-21T16:56:41,2023-06-21T16:59:36,"[{'value': '7', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Clubs'}]",5,"[{'value': '3', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}]",2,banker_draw,322.0,-322.0,Player wins!,Tie,Player bet on tie losses!
5617,Baccarat,GID-Q6WO31,PID-000021,Success,2024-04-25T18:29:56,2024-04-25T18:33:54,"[{'value': '10', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Spades'}, {'value': '4', 'rank': 'Spades'}]",5,"[{'value': '3', 'rank': 'Spades'}, {'value': 'Q', 'rank': 'Spades'}, {'value': '7', 'rank': 'Diamonds'}]",0,banker_draw,857.0,-857.0,Player wins!,Banker,Player bet on banker losses!
5618,Baccarat,GID-2Z7EK0,PID-000001,Success,2023-05-28T12:50:11,2023-05-28T12:51:48,"[{'value': '3', 'rank': 'Clubs'}, {'value': 'Q', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Diamonds'}]",4,"[{'value': '9', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Clubs'}]",9,initial_deal,633.0,-633.0,Banker wins!,Tie,Player bet on tie losses!
5619,Baccarat,GID-GAPSKH,PID-000050,Success,2024-03-01T15:37:29,2024-03-01T15:39:24,"[{'value': 'K', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Diamonds'}]",3,"[{'value': 'Q', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}]",8,initial_deal,966.0,-966.0,Banker wins!,Tie,Player bet on tie losses!
5620,Baccarat,GID-MT3GUM,PID-000033,Success,2023-01-14T02:19:37,2023-01-14T02:23:28,"[{'value': '4', 'rank': 'Hearts'}, {'value': '6', 'rank': 'Spades'}, {'value': '6', 'rank': 'Hearts'}]",6,"[{'value': '9', 'rank': 'Diamonds'}, {'value': 'Q', 'rank': 'Spades'}]",9,initial_deal,844.0,-844.0,Banker wins!,Tie,Player bet on tie losses!
5621,Baccarat,GID-GOJ8O6,PID-000002,Success,2023-09-19T21:56:16,2023-09-19T21:59:35,"[{'value': '3', 'rank': 'Hearts'}, {'value': '10', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Diamonds'}]",2,"[{'value': '6', 'rank': 'Spades'}, {'value': 'J', 'rank': 'Spades'}]",6,initial_deal,196.0,-196.0,Banker wins!,Player,Player bet on player losses!
5622,Baccarat,GID-NJ4OF8,PID-000027,Success,2023-11-06T09:02:23,2023-11-06T09:04:47,"[{'value': '4', 'rank': 'Hearts'}, {'value': 'A', 'rank': 'Spades'}, {'value': '10', 'rank': 'Diamonds'}]",5,"[{'value': '8', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Diamonds'}]",8,initial_deal,295.0,-295.0,Banker wins!,Player,Player bet on player losses!
5623,Baccarat,GID-ANMTCQ,PID-000022,Success,2023-08-08T13:58:25,2023-08-08T14:00:03,"[{'value': '6', 'rank': 'Hearts'}, {'value': '3', 'rank': 'Diamonds'}]",9,"[{'value': '7', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Diamonds'}]",2,banker_draw,370.0,-370.0,Player wins!,Tie,Player bet on tie losses!
5624,Baccarat,GID-UACKJT,PID-000047,Success,2024-06-11T07:26:10,2024-06-11T07:28:07,"[{'value': 'Q', 'rank': 'Hearts'}, {'value': 'K', 'rank': 'Diamonds'}, {'value': '6', 'rank': 'Diamonds'}]",6,"[{'value': '10', 'rank': 'Diamonds'}, {'value': '8', 'rank': 'Clubs'}]",8,initial_deal,956.0,-956.0,Banker wins!,Tie,Player bet on tie losses!
5625,Baccarat,GID-SMBGMV,PID-000010,Success,2023-12-15T17:16:21,2023-12-15T17:18:11,"[{'value': '10', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Spades'}]",9,"[{'value': '7', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Clubs'}]",7,initial_deal,892.0,892.0,Player wins!,Player,Player bet on player wins!
5626,Baccarat,GID-2BTIQ2,PID-000016,Success,2024-03-01T16:59:25,2024-03-01T17:03:14,"[{'value': 'Q', 'rank': 'Diamonds'}, {'value': '3', 'rank': 'Spades'}, {'value': 'A', 'rank': 'Spades'}]",4,"[{'value': '3', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Diamonds'}, {'value': '10', 'rank': 'Spades'}]",3,banker_draw,94.0,-94.0,Player wins!,Tie,Player bet on tie losses!
5627,Baccarat,GID-WIQ31V,PID-000031,Success,2023-11-15T21:55:35,2023-11-15T21:57:15,"[{'value': '10', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Spades'}, {'value': '9', 'rank': 'Diamonds'}]",1,"[{'value': '2', 'rank': 'Hearts'}, {'value': '5', 'rank': 'Spades'}]",7,initial_deal,960.0,-960.0,Banker wins!,Tie,Player bet on tie losses!
5628,Baccarat,GID-PNN5FH,PID-000008,Success,2023-08-29T08:01:37,2023-08-29T08:03:15,"[{'value': '9', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Clubs'}]",9,"[{'value': '6', 'rank': 'Hearts'}, {'value': '2', 'rank': 'Clubs'}]",8,initial_deal,255.0,-255.0,Player wins!,Tie,Player bet on tie losses!
5629,Baccarat,GID-OP9MX0,PID-000012,Success,2024-03-01T10:59:37,2024-03-01T11:01:33,"[{'value': '6', 'rank': 'Hearts'}, {'value': 'J', 'rank': 'Diamonds'}]",6,"[{'value': 'K', 'rank': 'Diamonds'}, {'value': '9', 'rank': 'Spades'}]",9,initial_deal,949.0,-949.0,Banker wins!,Player,Player bet on player losses!
5630,Baccarat,GID-0UWD9W,PID-000031,Success,2023-02-19T20:16:23,2023-02-19T20:18:01,"[{'value': '7', 'rank': 'Clubs'}, {'value': '8', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Diamonds'}]",5,"[{'value': '8', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Spades'}]",8,initial_deal,173.0,-173.0,Banker wins!,Player,Player bet on player losses!
5631,Baccarat,GID-DMULYX,PID-000042,Success,2023-03-30T23:12:49,2023-03-30T23:16:38,"[{'value': '9', 'rank': 'Spades'}, {'value': 'K', 'rank': 'Spades'}]",9,"[{'value': 'J', 'rank': 'Clubs'}, {'value': 'A', 'rank': 'Spades'}, {'value': '8', 'rank': 'Diamonds'}]",9,banker_draw,8.0,64.0,It's a tie!,Tie,Player bet on tie wins!
5632,Baccarat,GID-1Z4HUD,PID-000022,Success,2023-06-18T04:08:35,2023-06-18T04:11:29,"[{'value': 'J', 'rank': 'Diamonds'}, {'value': 'J', 'rank': 'Clubs'}, {'value': '5', 'rank': 'Diamonds'}]",5,"[{'value': '2', 'rank': 'Diamonds'}, {'value': 'A', 'rank': 'Clubs'}, {'value': '9', 'rank': 'Hearts'}]",2,banker_draw,311.0,-311.0,Player wins!,Tie,Player bet on tie losses!
5633,Baccarat,GID-0BFI2U,PID-000029,Success,2024-04-11T00:20:43,2024-04-11T00:24:30,"[{'value': '7', 'rank': 'Hearts'}, {'value': '8', 'rank': 'Clubs'}, {'value': '3', 'rank': 'Diamonds'}]",8,"[{'value': '5', 'rank': 'Clubs'}, {'value': '7', 'rank': 'Spades'}, {'value': '9', 'rank': 'Clubs'}]",1,banker_draw,132.0,-132.0,Player wins!,Tie,Player bet on tie losses!
5634,Baccarat,GID-IU34LV,PID-000029,Success,2023-11-01T22:59:50,2023-11-01T23:01:42,"[{'value': '2', 'rank': 'Diamonds'}, {'value': '7', 'rank': 'Spades'}]",9,"[{'value': '9', 'rank': 'Clubs'}, {'value': 'K', 'rank': 'Spades'}]",9,initial_deal,889.0,-889.0,It's a tie!,Player,Player bet on player losses!
